x1,id_orig,country,comm_name,sci_name,id_level,species_cat,species_cat_name,region_fao,dbase,catch_share,policy,scenario,year,catch,biomass,profits,bv_bmsy,fv_fmsy,msy,price,g,k,c,phi,region_fao_chr,n_regions,region_fao_split,iso3
76,DFO-PAC-HERRSOG-1951-2007-COLLIE,Canada,Pacific herring Straight of Georgia,Clupea pallasii,Species,35,"Herrings, sardines, anchovies",67,RAM,0,Historic,Historic,2012,9820,75500,2581586.626,0.986,0.389,19226.664,349.062,0.335,143645.428,11983874.65,0.188,67,1,67,CAN
77,DFO-PAC-HERRWCVANI-1951-2007-COLLIE,Canada,Pacific herring West Coast of Vancouver Island,Clupea pallasii,Species,35,"Herrings, sardines, anchovies",67,RAM,0,Historic,Historic,2012,0,2140,0,0.043,0,10411.496,349.062,0.281,92692.229,8150635.589,0.188,67,1,67,CAN
78,DFO-PAC-PCODHS-1956-2005-COLLIE,Canada,Pacific cod Hecate Strait,Gadus macrocephalus,Species,32,"Cods, hakes, haddocks",67,RAM,1,Historic,Historic,2012,400,9600,928220.002,1.08,0.168,2204.66,2707.561,0.249,22153.509,9600265.784,0.188,67,1,67,CAN
79,DFO-PAC-PCODWCVANI-1956-2002-COLLIE,Canada,Pacific cod West Coast of Vancouver Island,Gadus macrocephalus,Species,32,"Cods, hakes, haddocks",67,RAM,1,Historic,Historic,2012,339,4500,619341.075,0.668,0.469,1119.163,2707.561,0.166,16828.267,8229882.509,0.188,67,1,67,CAN
80,DFO-PAC-RSOLEHSTR-1945-2001-COLLIE,Canada,Rock sole Hecate Strait,Lepidopsetta bilineata,Species,31,"Flounders, halibuts, soles",67,RAM,1,Historic,Historic,2012,575,4850,649402.694,1.13,0.43,1186.243,1339.125,0.276,10754.726,1928068.231,0.188,67,1,67,CAN
81,DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,Canada,Sablefish Pacific Coast of Canada,Anoplopoma fimbria,Species,34,Miscellaneous demersal fishes,67,RAM,1,Historic,Historic,2012,2080,28500,4076532.331,0.785,1.14,3230,5025.499,0.099,81735.525,109000749.3,0.188,67,1,67,CAN
82,DFO-POLL4VWX5-1974-2008-CHING,Canada,Pollock NAFO-4VWX5,Pollachius virens,Species,32,"Cods, hakes, haddocks",21,RAM,1,Historic,Historic,2012,5450,26200,6041907.125,0.565,0.24,40135.23,1592.042,0.866,115853.331,20305337.71,0.188,21,1,21,CAN
83,DFO-QUE-COD3Pn4RS-1964-2012-CHING,Canada,Atlantic cod NAFO 3Pn4RS,Gadus morhua,Species,32,"Cods, hakes, haddocks",21,RAM,1,Historic,Historic,2012,3580,26307.76,-23956580.48,0.015,0.996,46842.812,2752.183,0.106,1108785.432,631565573.5,0.188,21,1,21,CAN
84,DFO-SG-COD4TVn-1930-2011-CHING,Canada,Atlantic cod NAFO 4TVn,Gadus morhua,Species,32,"Cods, hakes, haddocks",21,RAM,1,Historic,Historic,2012,158,34300,-53488.407,0.028,0.043,40721.762,2752.183,0.108,940697.858,531920593.4,0.188,21,1,21,CAN
85,DFO-SG-SNOWCRABSGSL-1984-2007-ANDERSON,Canada,Snow crab Southern Gulf of St. Lawrence,Chionoecetes opilio,Species,42,"Crabs, sea-spiders",21,RAM,1,Historic,Historic,2012,23200,50600,72694950.69,1.1,0.955,22221.119,4469.184,0.481,115528.174,85225531.94,0.188,21,1,21,CAN
86,DPIF-MULLQNSW-1945-2003-BANOBI,Australia,Sea Mullet Queensland and New South Wales,Mugil cephalus,Species,33,Miscellaneous coastal fishes,7181,RAM,0,Historic,Historic,2012,4220,35200,6116945.665,1.53,0.342,8287.283,1833.536,0.361,57438.298,24610140.16,0.188,7181,2,71,AUS
86,DPIF-MULLQNSW-1945-2003-BANOBI,Australia,Sea Mullet Queensland and New South Wales,Mugil cephalus,Species,33,Miscellaneous coastal fishes,7181,RAM,0,Historic,Historic,2012,4220,35200,6116945.665,1.53,0.342,8287.283,1833.536,0.361,57438.298,24610140.16,0.188,7181,2,81,AUS
87,EWG-BS-WHITBLACK-1994-2011-HIVELY,Multinational,Whiting Black Sea,Merlangius merlangus,Species,32,"Cods, hakes, haddocks",37,RAM,0,Historic,Historic,2012,8220,43529.59,4938606.767,1.4,1.66,4792.2,978.091,0.154,77777.251,18258653.01,0.188,37,1,37,NA
88,FAJ-APOLLPJPN-1981-2009-ONO,Japan,Alaskan Pollock Pacific Coast of Japan,Theragra chalcogramma,Species,32,"Cods, hakes, haddocks",61,RAM,1,Historic,Historic,2012,170000,873000,95588601.71,0.767,1.15,192233.066,875.142,0.169,2846068.77,447797360.7,0.188,61,1,61,JPN
89,FAJ-BMACKECS-1992-2010-ONO,Japan,Blue mackerel East China Sea,Scomber australasicus,Species,37,Miscellaneous pelagic fishes,61,RAM,0,Historic,Historic,2012,40000,132000,14078838.91,1.01,0.61,64989.43,429.995,0.497,326937.933,14727256.63,0.188,61,1,61,JPN
90,FAJ-BMACKPJPN-1995-2009-ONO,Japan,Blue mackerel Pacific Coast of Japan,Scomber australacius,Species,37,Miscellaneous pelagic fishes,61,RAM,0,Historic,Historic,2012,177000,529000,67424566.1,1.64,0.65,166511.198,429.995,0.515,808121.867,36012780.01,0.188,61,1,61,JPN
91,FAJ-BRMSOJ-1980-2010-ONO,Japan,Yellow sea bream Sea of Japan,Dentex tumifrons,Species,33,Miscellaneous coastal fishes,61,RAM,0,Historic,Historic,2012,1220,5560,598261.888,0.159,1.13,2002.355,2847.467,0.193,25925.563,20807947.78,0.188,61,1,61,JPN
92,FAJ-CMACKPJPN-1970-2009-ONO,Japan,Chub mackerel Pacific Coast of Japan,Scomber japonicus,Species,37,Miscellaneous pelagic fishes,61,RAM,1,Historic,Historic,2012,127000,683000,-32558640.04,0.039,1.78,424975,1624.173,0.104,10190984.32,2133050354,0.188,61,1,61,JPN
93,FAJ-CMACKTSST-1973-2010-ONO,Japan,Chub mackerel Tsushima Strait,Scomber japonicus,Species,37,Miscellaneous pelagic fishes,61,RAM,1,Historic,Historic,2012,206000,659000,232583057.5,0.551,1.08,347502.161,1624.173,0.291,2990055.893,460177091.6,0.188,61,1,61,JPN
94,FAJ-JANCHOPJPN-1978-2009-ONO,Japan,Japanese anchovy Pacific Coast of Japan,Engraulis japonicus,Species,35,"Herrings, sardines, anchovies",61,RAM,0,Historic,Historic,2012,223000,729000,72283893,0.539,1.59,195372.302,1041.672,0.192,2537930.968,745902209,0.188,61,1,61,JPN
95,FAJ-JANCHOSETO-1955-2010-ONO,Japan,Japanese anchovy Inland Sea of Japan,Engraulis japonicus,Species,35,"Herrings, sardines, anchovies",61,RAM,0,Historic,Historic,2012,72100,247000,59578677.61,1.36,0.64,61880.864,1041.672,0.455,340025.453,77199589.63,0.188,61,1,61,JPN
96,FAJ-JANCHOTSST-1976-2010-ONO,Japan,Japanese anchovy Tsushima Strait,Engraulis japonicus,Species,35,"Herrings, sardines, anchovies",61,RAM,0,Historic,Historic,2012,72500,168000,37003729.02,0.672,1.23,65662.315,1041.672,0.35,468570.204,115061294.9,0.188,61,1,61,JPN
97,FAJ-JMACKPJPN-1982-2009-ONO,Japan,Jack mackerel Pacific Coast of Japan,Trachurus japonicus,Species,37,Miscellaneous pelagic fishes,61,RAM,1,Historic,Historic,2012,26000,68000,4924373.106,0.114,1.67,48214.286,462.603,0.229,525461.951,24726127.6,0.188,61,1,61,JPN
98,FAJ-JMACKTSST-1973-2010-ONO,Japan,Japanese jack mackerel Tsushima Strait,Trachurus japonicus,Species,37,Miscellaneous pelagic fishes,61,RAM,1,Historic,Historic,2012,148000,456000,7984593.189,0.226,1.92,342429.906,462.603,0.169,5051930.606,260332419.6,0.188,61,1,61,JPN
99,FAJ-OFLOUNPAC-1990-2009-ONO,Japan,Olive flounder Pacific Ocean,Paralichthys olivaceus,Species,31,"Flounders, halibuts, soles",61,RAM,0,Historic,Historic,2012,3300,6280,5987272.283,0.875,1.57,2405,2959.278,0.335,17951.985,8713268.301,0.188,61,1,61,JPN
100,FAJ-OFLOUNSETO-1987-2010-ONO,Japan,flounder Inland Sea of Japan,Paralichthys olivaceus,Species,31,"Flounders, halibuts, soles",61,RAM,0,Historic,Historic,2012,761,1950,189365.751,0.39,1.89,1031.59,2959.278,0.206,12532.13,7039626.81,0.188,61,1,61,JPN
101,FAJ-RBRMECS-1969-2010-ONO,Japan,Red seabream East China Sea,Pagrus major,Species,33,Miscellaneous coastal fishes,61,RAM,0,Historic,Historic,2012,5840,17500,-2603402.184,0.259,1.9,6815,2847.467,0.175,97121.026,80225493.11,0.188,61,1,61,JPN
102,FAJ-RBRMSETOE-1977-2010-ONO,Japan,Red seabream Inland Sea of Japan (East),Pagrus major,Species,33,Miscellaneous coastal fishes,61,RAM,0,Historic,Historic,2012,2060,5310,2843381.889,0.268,1.72,1218.912,2847.467,0.226,13463.589,10302967.18,0.188,61,1,61,JPN
103,FAJ-RBRMSETOW-1977-2010-ONO,Japan,Red seabream Inland Sea of Japan (West),Pagrus major,Species,33,Miscellaneous coastal fishes,61,RAM,0,Historic,Historic,2012,2270,8620,2794533.449,0.773,1.07,2742.722,2847.467,0.246,27900.556,20829896.09,0.188,61,1,61,JPN
104,FAJ-RHERRTSST-1976-2010-ONO,Japan,Round herring Tsushima Strait,Etrumeus teres,Species,35,"Herrings, sardines, anchovies",61,RAM,0,Historic,Historic,2012,22700,72400,5397233.592,0.953,0.813,22017.15,349.062,0.386,142495.786,11386844.34,0.188,61,1,61,JPN
105,FAJ-SPANMACKSETO-1987-2010-ONO,Japan,Japanese Spanish mackerel Inland Sea of Japan,Scomberomorus niphonius,Species,36,"Tunas, bonitos, billfishes",61,RAM,0,Historic,Historic,2012,1440,4610,-96425.635,0.469,1.67,1837.269,967.086,0.187,24543.18,6753198.054,0.188,61,1,61,JPN
106,FAO-SPNWA-ANCHOWA-1990-2010-CHING,Multinational,Anchovy West Africa,Engraulis encrasicolus,Species,35,"Herrings, sardines, anchovies",3447,RAM,0,Historic,Historic,2012,120000,143000,96600809.38,1.61,0.457,122472.037,956.821,1.836,166815.672,22893571.88,0.188,3447,2,34,NA
106,FAO-SPNWA-ANCHOWA-1990-2010-CHING,Multinational,Anchovy West Africa,Engraulis encrasicolus,Species,35,"Herrings, sardines, anchovies",3447,RAM,0,Historic,Historic,2012,120000,143000,96600809.38,1.61,0.457,122472.037,956.821,1.836,166815.672,22893571.88,0.188,3447,2,47,NA
107,FAO-SPNWA-CHMACKWA-1990-2010-CHING,Multinational,Cunene Horse Mackerel West Africa,Trachurus trecae,Species,37,Miscellaneous pelagic fishes,3447,RAM,0,Historic,Historic,2012,352000,253000,-64329270.1,0.186,2.62,719170.875,353.132,0.53,3394954.636,123219003.3,0.188,3447,2,34,NA
107,FAO-SPNWA-CHMACKWA-1990-2010-CHING,Multinational,Cunene Horse Mackerel West Africa,Trachurus trecae,Species,37,Miscellaneous pelagic fishes,3447,RAM,0,Historic,Historic,2012,352000,253000,-64329270.1,0.186,2.62,719170.875,353.132,0.53,3394954.636,123219003.3,0.188,3447,2,47,NA
108,FAO-SPNWA-CMACKWA-1990-2010-CHING,Multinational,Chub Mackerel West Africa,Scomber japonicus,Species,37,Miscellaneous pelagic fishes,3447,RAM,0,Historic,Historic,2012,206000,262000,186586656,0.832,1.18,210784.16,1239.826,0.67,787017.858,93475048.68,0.188,3447,2,34,NA
108,FAO-SPNWA-CMACKWA-1990-2010-CHING,Multinational,Chub Mackerel West Africa,Scomber japonicus,Species,37,Miscellaneous pelagic fishes,3447,RAM,0,Historic,Historic,2012,206000,262000,186586656,0.832,1.18,210784.16,1239.826,0.67,787017.858,93475048.68,0.188,3447,2,47,NA
109,FAO-SPNWA-HMACKWA-1990-2010-CHING,Multinational,Horse Mackerel West Africa,Trachurus trachurus,Species,37,Miscellaneous pelagic fishes,3447,RAM,0,Historic,Historic,2012,110000,153000,27568760.79,0.946,2.32,50352.376,353.132,0.311,404376.461,17213088,0.188,3447,2,34,NA
109,FAO-SPNWA-HMACKWA-1990-2010-CHING,Multinational,Horse Mackerel West Africa,Trachurus trachurus,Species,37,Miscellaneous pelagic fishes,3447,RAM,0,Historic,Historic,2012,110000,153000,27568760.79,0.946,2.32,50352.376,353.132,0.311,404376.461,17213088,0.188,3447,2,47,NA
110,FAO-SPNWA-RSARDINWA-1990-2010-CHING,Multinational,Round Sardinella West Africa,Sardinella aurita,Species,35,"Herrings, sardines, anchovies",3447,RAM,0,Historic,Historic,2012,540000,637000,145723055.8,2.5,3.27,21459.814,293.252,0.26,206298.772,15595006.86,0.188,3447,2,34,NA
110,FAO-SPNWA-RSARDINWA-1990-2010-CHING,Multinational,Round Sardinella West Africa,Sardinella aurita,Species,35,"Herrings, sardines, anchovies",3447,RAM,0,Historic,Historic,2012,540000,637000,145723055.8,2.5,3.27,21459.814,293.252,0.26,206298.772,15595006.86,0.188,3447,2,47,NA
111,FAO-SPNWA-SARDINWA-1990-2010-CHING,Multinational,Sardinella West Africa,Sardinella spp,Species,35,"Herrings, sardines, anchovies",3447,RAM,0,Historic,Historic,2012,540000,637000,28258409.18,0.55,3.04,242973.556,293.252,0.28,2171048.888,160557465.6,0.188,3447,2,34,NA
111,FAO-SPNWA-SARDINWA-1990-2010-CHING,Multinational,Sardinella West Africa,Sardinella spp,Species,35,"Herrings, sardines, anchovies",3447,RAM,0,Historic,Historic,2012,540000,637000,28258409.18,0.55,3.04,242973.556,293.252,0.28,2171048.888,160557465.6,0.188,3447,2,47,NA
112,FAO-SPNWA-SARDWAZAB-1990-2010-CHING,Multinational,Sardine West Africa Zone A+B,Sardina pilchardus,Species,35,"Herrings, sardines, anchovies",3447,RAM,0,Historic,Historic,2012,505000,95500,-357093619.2,0.192,3.26,603596.427,508.768,1.622,930253.882,70447307.29,0.188,3447,2,34,NA
112,FAO-SPNWA-SARDWAZAB-1990-2010-CHING,Multinational,Sardine West Africa Zone A+B,Sardina pilchardus,Species,35,"Herrings, sardines, anchovies",3447,RAM,0,Historic,Historic,2012,505000,95500,-357093619.2,0.192,3.26,603596.427,508.768,1.622,930253.882,70447307.29,0.188,3447,2,47,NA
113,FAO-SPNWA-SARDWAZC-1990-2010-CHING,Multinational,Sardine West Africa Zone C,Sardina pilchardus,Species,35,"Herrings, sardines, anchovies",3447,RAM,0,Historic,Historic,2012,420000,2310000,122232136.3,0.679,0.72,640324.729,508.768,0.251,6375533.045,845002174.2,0.188,3447,2,34,NA
113,FAO-SPNWA-SARDWAZC-1990-2010-CHING,Multinational,Sardine West Africa Zone C,Sardina pilchardus,Species,35,"Herrings, sardines, anchovies",3447,RAM,0,Historic,Historic,2012,420000,2310000,122232136.3,0.679,0.72,640324.729,508.768,0.251,6375533.045,845002174.2,0.188,3447,2,47,NA
114,GRP3-ANCHMEDGSA17-2000-2011-BANOBI,Multinational,Anchovy Northern Adriatic Sea,Engraulis encrasicolus,Species,35,"Herrings, sardines, anchovies",37,RAM,0,Historic,Historic,2012,35100,376000,30640343.41,2.5,0.199,58327.424,956.821,0.53,275083.962,54797374.1,0.188,37,1,37,NA
115,GRP3-SARDMEDGSA17-1999-2011-BANOBI,Multinational,Sardine Northern Adriatic Sea,Sardina pilchardus,Species,35,"Herrings, sardines, anchovies",37,RAM,0,Historic,Historic,2012,52500,483000,24849843.09,2.5,0.249,51798.477,508.768,0.982,131837.361,11605434.69,0.188,37,1,37,NA
116,GRP6-PSHRMPMEDGSA6-2001-2011-BANOBI,Multinational,Deep-water Rose Shrimp Northern Spain,Parapenaeus longirostris,Species,45,"Shrimps, prawns",37,RAM,0,Historic,Historic,2012,92.2,223.249,-278141.966,0.281,1.96,167.394,6653.856,0.211,1988.021,2818308.406,0.188,37,1,37,NA
117,HAWG-HERR2224IIIa-1991-2011-NEUBAUER,Multinational,Herring ICES 22-24-IIIa,Clupea harengus,Species,35,"Herrings, sardines, anchovies",27,RAM,1,Historic,Historic,2012,42200,164000,9990727.694,1.49,1.21,15920.969,281.889,0.193,206259.395,12621248.35,0.188,27,1,27,NA
118,HAWG-HERRNIRS-1960-2010-NEUBAUER,Multinational,Herring Northern Irish Sea,Clupea harengus,Species,35,"Herrings, sardines, anchovies",27,RAM,1,Historic,Historic,2012,4890,31400,-64092.258,0.071,1.54,8811.4,281.889,0.101,217410.596,16140119.49,0.188,27,1,27,NA
119,HAWG-HERRNS-1960-2011-NEUBAUER,Multinational,Herring North Sea,Clupea harengus,Species,35,"Herrings, sardines, anchovies",27,RAM,1,Historic,Historic,2012,188000,2860000,46793223.15,1.35,0.47,177213.516,281.889,0.112,3969154.658,286229029.7,0.188,27,1,27,NA
120,HAWG-HERRSIRS-1957-2010-NEUBAUER,Multinational,Herring ICES VIIa-g-h-j,Clupea harengus,Species,35,"Herrings, sardines, anchovies",27,RAM,1,Historic,Historic,2012,8370,168000,2262368.397,2.5,0.338,4256.692,281.889,0.089,119850.126,9256859.51,0.188,27,1,27,NA
121,HAWG-HERRVIa-1956-2010-NEUBAUER,Multinational,Herring ICES VIa,Clupea harengus,Species,35,"Herrings, sardines, anchovies",27,RAM,1,Historic,Historic,2012,19900,775000,1273106.445,1.78,1.06,43046.457,281.889,0.132,815222.992,55902782.3,0.188,27,1,27,NA
122,HAWG-HERRVIaVIIbc-1956-2010-NEUBAUER,Multinational,Herring ICES VIa-VIIb-VIIc,Clupea harengus,Species,35,"Herrings, sardines, anchovies",27,RAM,1,Historic,Historic,2012,10200,38707.17,-162666.768,0.306,2.19,11740.814,281.889,0.124,237366.944,16599390.61,0.188,27,1,27,NA
123,IATTC-BIGEYEEPAC-1975-2011-BRANCH,Multinational,Bigeye tuna Eastern Pacific,Thunnus obesus,Species,36,"Tunas, bonitos, billfishes",677787,RAM,0,Historic,Historic,2012,81400,354000,141073827.6,1.24,0.93,80963,2838.462,0.26,778152.944,569334969.4,0.188,677787,3,67,NA
123,IATTC-BIGEYEEPAC-1975-2011-BRANCH,Multinational,Bigeye tuna Eastern Pacific,Thunnus obesus,Species,36,"Tunas, bonitos, billfishes",677787,RAM,0,Historic,Historic,2012,81400,354000,141073827.6,1.24,0.93,80963,2838.462,0.26,778152.944,569334969.4,0.188,677787,3,77,NA
123,IATTC-BIGEYEEPAC-1975-2011-BRANCH,Multinational,Bigeye tuna Eastern Pacific,Thunnus obesus,Species,36,"Tunas, bonitos, billfishes",677787,RAM,0,Historic,Historic,2012,81400,354000,141073827.6,1.24,0.93,80963,2838.462,0.26,778152.944,569334969.4,0.188,677787,3,87,NA
124,IATTC-STMARLINNEPAC-1954-2009-BRANCH,Multinational,Striped marlin Northeast Pacific,Kajikia audax,Species,36,"Tunas, bonitos, billfishes",67,RAM,0,Historic,Historic,2012,1360,5060,1951505.096,1.52,0.075,2596,1477.049,0.795,8165.468,2223643.618,0.188,67,1,67,NA
125,IATTC-SWORDEPAC-1950-2010-CHING,Multinational,Swordfish Eastern Pacific,Xiphias gladius,Species,36,"Tunas, bonitos, billfishes",677787,RAM,0,Historic,Historic,2012,13400,293000,45734859.11,2.5,0.06,20000,3470.547,0.533,93763.445,67626801.25,0.188,677787,3,67,NA
125,IATTC-SWORDEPAC-1950-2010-CHING,Multinational,Swordfish Eastern Pacific,Xiphias gladius,Species,36,"Tunas, bonitos, billfishes",677787,RAM,0,Historic,Historic,2012,13400,293000,45734859.11,2.5,0.06,20000,3470.547,0.533,93763.445,67626801.25,0.188,677787,3,77,NA
125,IATTC-SWORDEPAC-1950-2010-CHING,Multinational,Swordfish Eastern Pacific,Xiphias gladius,Species,36,"Tunas, bonitos, billfishes",677787,RAM,0,Historic,Historic,2012,13400,293000,45734859.11,2.5,0.06,20000,3470.547,0.533,93763.445,67626801.25,0.188,677787,3,87,NA
126,IATTC-YFINEPAC-1975-2011-BRANCH,Multinational,Yellowfin tuna Eastern Pacific,Thunnus albacares,Species,36,"Tunas, bonitos, billfishes",677787,RAM,0,Historic,Historic,2012,256000,314000,186068625,0.713,1.13,262857,1507.521,0.741,887435.422,251948393.8,0.188,677787,3,67,NA
126,IATTC-YFINEPAC-1975-2011-BRANCH,Multinational,Yellowfin tuna Eastern Pacific,Thunnus albacares,Species,36,"Tunas, bonitos, billfishes",677787,RAM,0,Historic,Historic,2012,256000,314000,186068625,0.713,1.13,262857,1507.521,0.741,887435.422,251948393.8,0.188,677787,3,77,NA
126,IATTC-YFINEPAC-1975-2011-BRANCH,Multinational,Yellowfin tuna Eastern Pacific,Thunnus albacares,Species,36,"Tunas, bonitos, billfishes",677787,RAM,0,Historic,Historic,2012,256000,314000,186068625,0.713,1.13,262857,1507.521,0.741,887435.422,251948393.8,0.188,677787,3,87,NA
127,ICCAT-ALBAMED-1956-2011-CHING,Multinational,Albacore tuna Mediterranean,Thunnus alalunga,Species,36,"Tunas, bonitos, billfishes",37,RAM,0,Historic,Historic,2012,2120,316000,2612727.104,1.89,0.06,28900,1452.157,0.173,418051.823,176900722.9,0.188,37,1,37,NA
128,ICCAT-ALBANATL-1950-2010-CHING,Multinational,Albacore tuna North Atlantic,Thunnus alalunga,Species,36,"Tunas, bonitos, billfishes",21273134,RAM,0,Historic,Historic,2012,22000,58000,12641483.04,0.63,1.05,29000,1452.157,0.34,213363.113,73711549.86,0.188,21273134,4,21,NA
128,ICCAT-ALBANATL-1950-2010-CHING,Multinational,Albacore tuna North Atlantic,Thunnus alalunga,Species,36,"Tunas, bonitos, billfishes",21273134,RAM,0,Historic,Historic,2012,22000,58000,12641483.04,0.63,1.05,29000,1452.157,0.34,213363.113,73711549.86,0.188,21273134,4,27,NA
128,ICCAT-ALBANATL-1950-2010-CHING,Multinational,Albacore tuna North Atlantic,Thunnus alalunga,Species,36,"Tunas, bonitos, billfishes",21273134,RAM,0,Historic,Historic,2012,22000,58000,12641483.04,0.63,1.05,29000,1452.157,0.34,213363.113,73711549.86,0.188,21273134,4,31,NA
128,ICCAT-ALBANATL-1950-2010-CHING,Multinational,Albacore tuna North Atlantic,Thunnus alalunga,Species,36,"Tunas, bonitos, billfishes",21273134,RAM,0,Historic,Historic,2012,22000,58000,12641483.04,0.63,1.05,29000,1452.157,0.34,213363.113,73711549.86,0.188,21273134,4,34,NA
129,ICCAT-ALBASATL-1956-2010-CHING,Multinational,Albacore tuna South Atlantic,Thunnus alalunga,Species,36,"Tunas, bonitos, billfishes",4147,RAM,0,Historic,Historic,2012,18900,161000,15405035.89,0.9,0.751,27964,1452.157,0.139,501388.003,226279981.2,0.188,4147,2,41,NA
129,ICCAT-ALBASATL-1956-2010-CHING,Multinational,Albacore tuna South Atlantic,Thunnus alalunga,Species,36,"Tunas, bonitos, billfishes",4147,RAM,0,Historic,Historic,2012,18900,161000,15405035.89,0.9,0.751,27964,1452.157,0.139,501388.003,226279981.2,0.188,4147,2,47,NA
130,ICCAT-ATBTUNAEATL-1950-2010-CHING,Multinational,Bluefin tuna Eastern Atlantic,Thunnus thynnus,Species,36,"Tunas, bonitos, billfishes",273447,RAM,0,Historic,Historic,2012,20500,211000,45569537.19,0.45,0.78,50000,9252.624,0.106,1182202.383,3693682490,0.188,273447,3,27,NA
130,ICCAT-ATBTUNAEATL-1950-2010-CHING,Multinational,Bluefin tuna Eastern Atlantic,Thunnus thynnus,Species,36,"Tunas, bonitos, billfishes",273447,RAM,0,Historic,Historic,2012,20500,211000,45569537.19,0.45,0.78,50000,9252.624,0.106,1182202.383,3693682490,0.188,273447,3,34,NA
130,ICCAT-ATBTUNAEATL-1950-2010-CHING,Multinational,Bluefin tuna Eastern Atlantic,Thunnus thynnus,Species,36,"Tunas, bonitos, billfishes",273447,RAM,0,Historic,Historic,2012,20500,211000,45569537.19,0.45,0.78,50000,9252.624,0.106,1182202.383,3693682490,0.188,273447,3,47,NA
131,ICCAT-ATBTUNAWATL-1950-2010-CHING,Multinational,Bluefin tuna Western Atlantic,Thunnus thynnus,Species,36,"Tunas, bonitos, billfishes",213141,RAM,0,Historic,Historic,2012,1980,27800,12036462.05,0.41,0.45,4457,9252.624,0.074,149976.712,520918004.3,0.188,213141,3,21,NA
131,ICCAT-ATBTUNAWATL-1950-2010-CHING,Multinational,Bluefin tuna Western Atlantic,Thunnus thynnus,Species,36,"Tunas, bonitos, billfishes",213141,RAM,0,Historic,Historic,2012,1980,27800,12036462.05,0.41,0.45,4457,9252.624,0.074,149976.712,520918004.3,0.188,213141,3,31,NA
131,ICCAT-ATBTUNAWATL-1950-2010-CHING,Multinational,Bluefin tuna Western Atlantic,Thunnus thynnus,Species,36,"Tunas, bonitos, billfishes",213141,RAM,0,Historic,Historic,2012,1980,27800,12036462.05,0.41,0.45,4457,9252.624,0.074,149976.712,520918004.3,0.188,213141,3,41,NA
132,ICCAT-BIGEYEATL-1950-2010-CHING,Multinational,Bigeye tuna Atlantic,Thunnus obesus,Species,36,"Tunas, bonitos, billfishes",21273134414748,RAM,0,Historic,Historic,2012,87900,423000,144390453.8,1.01,0.95,92000,2838.462,0.216,1066163.729,825095293.4,0.188,21273134414748,7,21,NA
